2000755714,2000755717,1,1
2000755714,2000154382,1,1
2000755714,2001087025,1,1
2000755714,2001087026,1,1
2000755714,2001087027,1,1
2000755714,2000492279,1,1
2000755714,2000760572,1,1
2000755717,2000154382,1,1
2000755717,2001087025,1,1
2000755717,2001087026,1,1
2000755717,2001087027,1,1
2000755717,2000492279,1,1
2000755717,2000760572,1,1
2000154382,2001087025,1,1
2000154382,2001087026,1,1
2000154382,2001087027,1,1
2000154382,2000492279,1,1
2000154382,2000760572,1,1
2001087025,2001087026,1,1
2001087025,2001087027,1,1
2001087025,2000492279,1,1
2001087025,2000760572,1,1
2001087026,2001087027,1,1
2001087026,2000492279,1,1
2001087026,2000760572,1,1
2001087027,2000492279,1,1
2001087027,2000760572,1,1
2000492279,2000760572,1,1
2001087044,2001087045,1,1
2001087044,2001087046,1,1
2001087044,2001087047,1,1
2001087044,2001087048,1,1
2001087044,2001087049,1,1
2001087044,2001087050,1,1
2001087044,2001087051,1,1
2001087044,2001087052,1,1
2001087044,2001087053,1,1
2001087044,2001087054,1,1
2001087044,2000897417,1,1
2001087044,2001074068,1,1
2001087044,2001016924,1,1
2001087045,2001087046,2,1
2001087045,2001087047,1,1
2001087045,2001087048,2,1
2001087045,2001087049,2,1
2001087045,2001087050,1,1
2001087045,2001087051,2,1
2001087045,2001087052,1,1
2001087045,2001087053,1,1
2001087045,2001087054,1,1
2001087045,2000897417,1,1
2001087045,2001074068,2,1
2001087045,2001016924,1,1
2001087046,2001087047,1,1
2001087046,2001087048,2,1
2001087046,2001087049,2,1
2001087046,2001087050,1,1
2001087046,2001087051,2,1
2001087046,2001087052,1,1
2001087046,2001087053,1,1
2001087046,2001087054,1,1
2001087046,2000897417,1,1
2001087046,2001074068,2,1
2001087046,2001016924,1,1
2001087047,2001087048,1,1
2001087047,2001087049,1,1
2001087047,2001087050,1,1
2001087047,2001087051,1,1
2001087047,2001087052,1,1
2001087047,2001087053,1,1
2001087047,2001087054,1,1
2001087047,2000897417,1,1
2001087047,2001074068,1,1
2001087047,2001016924,1,1
2001087048,2001087049,2,1
2001087048,2001087050,1,1
2001087048,2001087051,2,1
2001087048,2001087052,1,1
2001087048,2001087053,1,1
2001087048,2001087054,1,1
2001087048,2000897417,1,1
2001087048,2001074068,2,1
2001087048,2001016924,1,1
2001087049,2001087050,1,1
2001087049,2001087051,2,1
2001087049,2001087052,1,1
2001087049,2001087053,1,1
2001087049,2001087054,1,1
2001087049,2000897417,1,1
2001087049,2001074068,2,1
2001087049,2001016924,1,1
2001087050,2001087051,1,1
2001087050,2001087052,1,1
2001087050,2001087053,1,1
2001087050,2001087054,1,1
2001087050,2000897417,1,1
2001087050,2001074068,1,1
2001087050,2001016924,1,1
2001087051,2001087052,1,1
2001087051,2001087053,1,1
2001087051,2001087054,1,1
2001087051,2000897417,1,1
2001087051,2001074068,2,1
2001087051,2001016924,1,1
2001087052,2001087053,1,1
2001087052,2001087054,1,1
2001087052,2000897417,1,1
2001087052,2001074068,1,1
2001087052,2001016924,1,1
2001087053,2001087054,1,1
2001087053,2000897417,1,1
2001087053,2001074068,1,1
2001087053,2001016924,1,1
2001087054,2000897417,1,1
2001087054,2001074068,1,1
2001087054,2001016924,1,1
2000897417,2001074068,1,1
2000897417,2001016924,1,1
2001074068,2001016924,1,1
2000013313,2000975333,1,1
2000013313,2000979271,1,1
2000013313,2000002088,1,1
2000013313,2000009006,1,1
2000013313,2000005617,1,1
2000013313,2000260691,1,1
2000013313,2000000793,1,1
2000013313,2000052668,1,1
2000975333,2000979271,1,1
2000975333,2000002088,1,1
2000975333,2000009006,1,1
2000975333,2000005617,1,1
2000975333,2000260691,1,1
2000975333,2000000793,1,1
2000975333,2000052668,1,1
2000979271,2000002088,1,1
2000979271,2000009006,1,1
2000979271,2000005617,1,1
2000979271,2000260691,1,1
2000979271,2000000793,1,1
2000979271,2000052668,1,1
2000002088,2000009006,1,1
2000002088,2000005617,1,1
2000002088,2000260691,2,1
